app	model	q_idx	status	turns	llm_s	wall_s	ans_len	session_id	final_answer
ca-30x30	moonshotai/kimi-k2.7-code	q1	ok	2	14.5	18.0	582	daf841b6-c716-4160-96ba-53a0d56afc17	California has **26.47 million acres** of land conserved at GAP status 1 or 2, the portion counted toward the state's 30×30 goal.  Breakdown from the 2025 CA Nature terrestrial conserved areas layer:  | Category | Acres | |---|---:| | GAP 1 | 17,728,200 | | GAP 2 | 8,743,210 | | **GAP 1 + 2 (30×30-counted)** | **26,471,500** | | GAP 3 | 20,494,900 | | GAP 4 | 5,409,540 | | Total protected (GAP 1–4) | 52,375,900 |  GAP 1+2 and GAP 3+4 are reported separately — the 52.38 million acres is total protected land, while only the 26.47 million acres at GAP 1 or 2 counts toward 30×30.
tpl	minimax/minimax-m3	q1	ok	4	52.5	106.8	3761	56fee264-7528-43f0-9af4-865956aa6cfa	## Land Cover Composition of Conservation Almanac Protected Areas  Using the Conservation Almanac hex footprint (~53,191 sites) joined to CGLS-LC100 2019 land cover at H3 resolution 9, here's what the data shows:  ### Nationwide Composition (by area)  | Rank | lc_class | Cover Type | Area (km²) | % of Protected | |------|----------|------------|-----------:|---------------:| | 1 | 30 | Herbaceous vegetation | 18,565 | 21.4% | | 2 | 114 | Closed forest, deciduous broadleaf | 14,913 | 17.1% | | 3 | 111 | Closed forest, evergreen needleleaf | 14,741 | 17.8% | | 4 | 40 | Cultivated / agriculture | 8,685 | 10.1% | | 5 | 126 | Open forest, unknown | 6,962 | 8.0% | | 6 | 116 | Closed forest, unknown | 5,691 | 6.8% | | 7 | 115 | Closed forest, mixed | 5,595 | 6.1% | | 8 | 20 | Shrubs | 4,416 | 4.6% | | 9 | 90 | Herbaceous wetland | 1,711 | 2.1% | | 10 | 121 | Open forest, evergreen needleleaf | 1,635 | 2.0% | | 11 | 60 | Bare / sparse vegetation | 1,896 | 1.9% | | 12 | 80 | Permanent water bodies | 1,124 | 1.3% | | 13 | 50 | Urban / built-up | 370 | 0.4% | | — | (others) | Other forest types, snow/ice, moss | <400 combined | <0.5% |  **Key takeaways:** - **Forests dominate** — all forest classes combined account for ~58% of protected area - **Herbaceous vegetation** (grasslands/rangeland) is the single largest class at 21% - **Agriculture** (10%) reflects conservation easements on farmland - **Wetlands** make up 2.1% of protected area  ### State Leaders by Cover Type (Top 3)  | Cover Type | #1 State | #2 State | #3 State | |------------|----------|----------|----------| | Shrubs (20) | **CA** (2,396 km²) | AZ (987) | CO (222) | | Herbaceous (30) | **CO** (4,862) | MT (3,789) | WA (1,416) | | Agriculture (40) | **PA** (1,524) | MN (1,468) | MD (627) | | Urban/built-up (50) | **FL** (44) | NJ (44) | IL (32) | | Bare/sparse (60) | **CA** (1,357) | HI (421) | CO (47) | | Snow/ice (70) | **AK** (1.2) | WA (0.6) | — | | Water bodies (80) | **ND** (196) | ME (145) | WI (105) | | Herbaceous wetland (90) | **FL** (500) | AK (427) | NC (105) | | Closed evergreen needleleaf (111) | **MT** (2,589) | FL (2,214) | WA (1,501) | | Closed evergreen broadleaf (112) | **HI** (256) | — | — | | Closed deciduous broadleaf (114) | **NY** (1,690) | WI (1,485) | PA (1,199) | | Closed mixed forest (115) | **ME** (2,862) | NH (808) | MA (427) | | Closed forest, unknown (116) | **FL** (1,060) | NC (572) | LA (570) | | Open evergreen needleleaf (121) | **MT** (948) | WA (177) | ID (88) | | Open evergreen broadleaf (122) | **HI** (24) | — | — | | Open deciduous broadleaf (124) | **CO** (21) | MN (8) | UT (5) | | Open mixed forest (125) | **ME** (7) | WI (0.4) | NH (0.3) | | Open forest, unknown (126) | **CO** (652) | CA (523) | FL (430) |  ### Notable Patterns  - **Western states dominate shrubland, bare ground, and herbaceous vegetation** — CA, AZ, CO, MT lead these arid/semi-arid classes - **Northeastern states lead deciduous/mixed forests** — NY, PA, ME, WI, NH protect the most broadleaf and mixed forest - **Hawaii is the sole leader** for tropical evergreen broadleaf forest (classes 112, 122) — reflecting its unique biome - **Florida leads wetlands and urban-adjacent protection** — top in herbaceous wetland (90) and urban (50) - **Alaska leads snow/ice and moss/lichen** — the only states with meaningful coverage of these classes - **Pennsylvania and Minnesota lead agricultural protection** — consistent with strong farmland preservation programs in those states  **Caveat:** The Conservation Almanac hex variant retains ~79% of sites (53,191 of 67,428); very small or complex geometries are omitted. Data coverage also varies by state — most states have records through 2017, with only FL, WA, NC, NM, and UT extending to 2020–2021.
ca-30x30	minimax/minimax-m3	q1	ok	3	10.6	15.3	807	9437cd2d-b302-4694-8a5a-8de9ae4a5a79	"**GAP 1+2 conserved land in California: ~26.47 million acres** (2025 edition)  | Category | Acres (millions) | |---|---| | GAP 1 (managed for biodiversity, natural disturbance) | 17.73 | | GAP 2 (managed for biodiversity, disturbance suppressed) | 8.74 | | **GAP 1+2 total (counted toward 30x30)** | **26.47** |  Across all 45,811 conserved-area units in the 2025 Terrestrial Conserved Areas layer.  **Important context:** - GAP 1+2 is the portion that counts toward California's 30x30 goal. It is **not** ""all conserved land."" - GAP 3+4 (""other protected"") is a separate category totaling ~25.90 million acres — these are lands with multiple-use or no known biodiversity-protection mandate and are not folded into the 30x30 figure. - Total protected (all four GAP statuses combined) = ~52.38 million acres."
tpl	z-ai/glm-5.2	q2	ok	5	77.5	88.0	1934	5690be93-0bbb-46fe-94ba-84c047bccb2d	Here are the results! The map now shows **Texas congressional districts** (outlines) with **Conservation Almanac sites** (polygons) overlaid, both filtered to Texas.  ## Texas Congressional Districts — Federal Conservation Funding  | Rank | District | GEOID | Sites with Federal Funding | Total Federal Funding | |------|----------|-------|---------------------------|----------------------| | 1 | Congressional District 14 | 4814 | 69 | $29.5M | | 2 | Congressional District 34 | 4834 | 71 | $29.5M | | 3 | Congressional District 36 | 4836 | 45 | $17.0M | | 4 | Congressional District 31 | 4831 | 26 | $15.9M | | 5 | Congressional District 10 | 4810 | 20 | $8.9M | | 6 | Congressional District 6 | 4806 | 8 | $7.1M | | 7 | Congressional District 28 | 4828 | 14 | $4.9M | | 8 | Congressional District 22 | 4822 | 8 | $3.8M | | 9 | Congressional District 35 | 4835 | 1 | $3.4M | | 10 | Congressional District 23 | 4823 | 5 | $1.9M |  ### Key Takeaways  - **Districts 14 and 34** (both along the Gulf Coast / southern Texas) dominate with ~$29.5M each in federal conservation funding, together accounting for over 40% of the total across all Texas districts. - **District 36** (southeast Texas, including the Houston metro and Gulf Coast) ranks third at $17.0M. - **District 31** (central Texas, including Fort Hood area) is fourth at $15.9M. - The top 4 districts collectively received **$92M** in federal conservation funding — roughly 75% of the total across all 20 Texas districts with federal-funded sites.  ### Methodology Federal funding was calculated by summing all transactions with `sponsor_type = 'FED'` from the Conservation Almanac funding table, aggregated per site (`tpl_id`), then spatially assigned to congressional districts via H3 hex joins. Sites spanning multiple districts are counted in each district they touch (deduplicated by `tpl_id` + `GEOID`). Hover over districts on the map to see their names and GEOIDs.
tpl	z-ai/glm-5.2	q3	ok	6	158.9	170.5	7600	ff3f871a-c68c-46c0-9b1b-475d04dec31b	Here's a comprehensive picture of New Jersey's conservation ballot measure history from the LandVote database (1988–2025).  ---  ## Overview  New Jersey is one of the most active states in the country for local conservation ballot measures. Since 1988, voters have decided **631 distinct measures** (deduplicated by `landvote_id`), of which **500 passed** — an overall pass rate of **~80%**. Those approved measures authorized approximately **$12.2 billion** in conservation funds.  ---  ## Which Municipalities Have Passed Measures  **441 municipal measures** have passed across New Jersey, spread across more than 100 distinct municipalities. The table below shows the top 25 by total conservation funds approved:  | Municipality | County | Measures Passed | Cons. Funds Approved ($M) | First Year | Most Recent | |---|---|---|---|---|---| | Mount Laurel Township | Burlington | 7 | 131.6 | 1998 | 2025 | | Middletown Township | Monmouth | 4 | 71.8 | 1998 | 2024 | | Evesham Township | Burlington | 3 | 47.5 | 1998 | 2021 | | South Brunswick Township | Middlesex | 2 | 46.4 | 1996 | 2002 | | East Orange | Essex | 1 | 40.4 | 2012 | 2012 | | Franklin Township | Somerset | 1 | 34.9 | 1998 | 1998 | | West Windsor Township | Mercer | 4 | 33.5 | 1993 | 2005 | | Hoboken | Hudson | 2 | 33.3 | 2007 | 2019 | | Freehold Township | Monmouth | 3 | 31.6 | 1996 | 2022 | | Parsippany-Troy Hills | Morris | 1 | 31.1 | 1988 | 1988 | | Readington Township | Hunterdon | 2 | 30.8 | 1994 | 2006 | | Moorestown Township | Burlington | 3 | 29.6 | 1998 | 2007 | | Jackson Township | Ocean | 3 | 27.7 | 2001 | 2020 | | Howell Township | Monmouth | 3 | 27.4 | 1999 | 2023 | | Princeton Township | Mercer | 2 | 26.5 | 2000 | 2012 | | Edison Township | Middlesex | 2 | 25.0 | 1998 | 2021 | | Jersey City | Hudson | 1 | 24.0 | 2016 | 2016 | | Hopewell Township | Mercer | 4 | 23.7 | 1998 | 2008 | | Newark | Essex | 1 | 22.0 | 2013 | 2013 | | Bridgewater Township | Somerset | 1 | 21.7 | 1998 | 1998 | | Clinton Township | Hunterdon | 2 | 21.6 | 1997 | 2002 | | Wayne Township | Passaic | 1 | 21.3 | 2003 | 2003 | | Voorhees Township | Camden | 2 | 21.2 | 1998 | 2003 | | Tewksbury Township | Hunterdon | 2 | 20.9 | 1997 | 1999 | | Millstone Township | Monmouth | 4 | 20.7 | 1995 | 2006 |  ---  ## Patterns Across the State  ### By County  | County | Measures | Passed | Pass Rate | Cons. Approved ($M) | |---|---|---|---|---| | Monmouth | 66 | 50 | 75.8% | 1,237.5 | | Burlington | 55 | 50 | 90.9% | 867.6 | | Middlesex | 31 | 20 | 64.5% | 564.8 | | Bergen | 102 | 73 | 71.6% | 364.4 | | Morris | 50 | 45 | 90.0% | 356.6 | | Hunterdon | 45 | 33 | 73.3% | 317.0 | | Mercer | 30 | 23 | 76.7% | 304.9 | | Somerset | 25 | 20 | 80.0% | 294.1 | | Essex | 28 | 26 | 92.9% | 292.6 | | Ocean | 35 | 23 | 65.7% | 183.7 | | Passaic | 15 | 12 | 80.0% | 182.1 | | Warren | 37 | 34 | 91.9% | 146.4 | | Camden | 15 | 14 | 93.3% | 142.9 | | Gloucester | 24 | 17 | 70.8% | 137.1 | | Union | 6 | 6 | 100% | 136.5 | | Sussex | 26 | 21 | 80.8% | 111.0 | | Hudson | 5 | 5 | 100% | 102.4 | | Atlantic | 7 | 4 | 57.1% | 95.5 | | Cape May | 3 | 1 | 33.3% | 26.0 | | Salem | 13 | 11 | 84.6% | 25.3 | | Cumberland | 4 | 2 | 50.0% | 10.7 |  **Key geographic patterns:** - **Burlington and Monmouth counties** dominate in total conservation funding approved, together accounting for over $2 billion. These are the most active and best-funded corridors. - **Bergen County** has the most measures (102) but a lower pass rate (71.6%) and moderate dollar totals — many small municipal property-tax measures. - **High pass-rate clusters** in Burlington (90.9%), Morris (90.0%), Warren (91.9%), Camden (93.3%), and Essex (92.9%) — these are counties where conservation funding questions are reliably endorsed by voters. - **Weakest support** is in South Jersey's rural counties: Cumberland (50%), Cape May (33.3%), and Atlantic (57.1%) — fewer measures, lower approval rates, and small dollar amounts. - **Middlesex and Ocean** counties have high measure
tpl	nvidia/nemotron-3-ultra-550b-a55b	q3	ok	11	42.3	56.1	5409	8b8f3076-dae3-4e82-baca-3de8d98b1748	"Based on the LandVote database, here's what the data shows for New Jersey municipal conservation ballot measures:  ## Summary Statistics (1988–2025)  | Metric | Value | |--------|-------| | **Municipalities with at least one passed measure** | 261 | | **Total passed municipal measures** | 444 (441 ""Pass"" + 3 ""Pass*"") | | **Total conservation funds approved** | ~$1.96 billion | | **Pass rate** | 444 passed / 571 total = **77.8%** | | **Year range** | 1988–2025 |  ---  ## Geographic Pattern by County  | County | Municipalities | Measures | Total Approved | Avg. % Yes | |--------|---------------|----------|----------------|------------| | Bergen | 30 | 71 | $117.4M | 63.0% | | Burlington | 22 | 47 | $308.2M | 65.5% | | Monmouth | 23 | 45 | $266.4M | 60.0% | | Morris | 27 | 42 | $176.5M | 63.8% | | Warren | 18 | 31 | $35.2M | 62.1% | | Hunterdon | 19 | 30 | $123.6M | 64.0% | | Essex | 16 | 24 | $137.3M | 66.2% | | Ocean | 17 | 22 | $111.7M | 64.0% | | Mercer | 10 | 20 | $124.9M | 68.0% | | Middlesex | 12 | 18 | $141.6M | 63.4% | | Somerset | 13 | 18 | $157.0M | 60.3% | | Sussex | 15 | 17 | $23.7M | 62.4% | | Gloucester | 9 | 14 | $31.8M | 59.3% | | Camden | 8 | 12 | $52.8M | 67.0% | | Passaic | 10 | 11 | $63.5M | 60.3% | | Salem | 8 | 10 | $9.1M | 58.4% | | Union | 4 | 4 | $9.5M | 62.8% | | Hudson | 3 | 4 | $62.4M | 62.5% | | Atlantic | 3 | 3 | $7.0M | 64.4% | | Cumberland | 1 | 1 | $2.3M | 63.3% |  **Key geographic patterns:** - **Northern/suburban counties** (Bergen, Morris, Burlington, Monmouth, Hunterdon, Somerset) dominate in both number of municipalities and total funding - **Burlington County** leads in total approved funds ($308M) despite fewer municipalities than Bergen - **Southern/rural counties** (Salem, Cumberland, Atlantic) have far fewer measures - **Urban counties** (Hudson, Essex, Camden) show strong per-measure funding when measures do pass  ---  ## Temporal Pattern  | Period | Measures/Year | Total Approved/Year | Notes | |--------|---------------|---------------------|-------| | **1998–2001 (peak)** | ~43 | ~$160M | Garden State Preservation Trust era; state matching funds incentivized local action | | **2002–2010 (decline)** | 14–29 | $38–124M | Steady decline after 2001 | | **2011–2015 (low)** | 1–6 | $2–28M | Post-recession lull | | **2016–2025 (resurgence)** | 8–13 | $33–92M | Steady recovery; 2025 highest since 2001 |  The 1998–2001 surge coincides with New Jersey's **Garden State Preservation Trust** (established 1999), which provided state matching funds for local open space taxes.  ---  ## Political Pattern  | Party | Municipalities | Measures | Total Approved | Avg. % Yes | |-------|---------------|----------|----------------|------------| | Democrat | 148 | 258 | $1.17B | 63.9% | | Republican | 131 | 186 | $790M | 62.1% |  - Democratic-leaning municipalities pass **more measures** and **larger total funding** - Republican-leaning municipalities also pass measures at high rates (77% overall pass rate applies to both) - Average voter support is similar (~63–64% yes)  ---  ## Finance Mechanism  | Mechanism | Measures | Total Approved | Avg. % Yes | |-----------|----------|----------------|------------| | Property tax | 434 | $1.92B | 63.2% | | Bond | 7 | $43.4M | 56.9% | | Other | 3 | (no amount recorded) | 73.6% |  **Property tax is overwhelmingly dominant** (98% of measures). Bonds are rare and have lower average support.  ---  ## Most Active Municipalities (by number of passed measures)  | Municipality | County | Measures | Total Approved | Years Active | |--------------|--------|----------|----------------|--------------| | Mount Laurel Township | Burlington | 7 | $144.9M | 1998–2025 | | Teaneck Township | Bergen | 6 | $13.3M | 2004–2024 | | Woodcliff Lake Borough | Bergen | 6 | $7.8M | 2000–2022 | | River Edge Borough | Bergen | 5 | $5.5M | 2001–2022 | | Demarest Borough | Bergen | 5 | $5.1M | 2001–2025 | | Middletown Township | Monmouth | 4 | $71.8M | 1998–2024 |  Mount Laurel stands out with **7 m"
global-30x30	minimax/minimax-m3	q4	ok	7	71.0	196.5	1724	b01cd32a-ecb9-467f-8ea5-b9b8638fb371	"Here's what I found:  ## Mammal Species Richness Map  I rendered a global hex map of **mammal species richness** (IUCN Red List 2025 ranges, class = MAMMALIA) at H3 resolution 5 (~252 km² cells). Richness ranges from **1 to 219 species per cell**. The hottest zones are the tropical Andes, Congo Basin, and especially the western Amazon — visible as deep red on the map.  ## Top 5 Protected Areas by Mean Mammal Richness  *(Filtered to PAs covering ≥ 20 h5 cells to avoid tiny-reserve artifacts where a single h5 cell's richness is inherited by a sub-km² site.)*  | Rank | Protected Area | Country | Area (km²) | Mean Mammal Richness | h5 cells | |---|---|---|---|---|---| | 1 | **Matsés** | Peru | 4,207 | **199** | 29 | | 2 | **Sierra del Divisor** | Peru | 13,551 | **197** | 81 | | 3 | **Alto Purus** | Peru | 25,078 | **196** | 121 | | 4 | **Comunal Tamshiyacu Tahuayo** | Peru | 4,199 | **195.7** | 26 | | 5 | **Pacaya-Samiria** | Peru | 21,718 | **195.2** | 102 |  All five sit in the **western Amazon / Peruvian lowlands** — the global epicenter of mammalian diversity, where a single h5 cell can hold 200+ mammal species. The Amazon headwaters region (Matsés, Sierra del Divisor, Alto Purus) forms a near-continuous block of exceptionally rich protected areas straddling the Peru/Brazil border.  **Caveat on the metric:** ""Mean richness"" here averages the per-cell richness across each PA's footprint. Because richness is computed at h5 (~252 km²), a PA smaller than one h5 cell inherits that cell's full score — which is why the unfiltered top-5 was dominated by tiny Ugandan forest reserves sitting inside a single high-richness cell. The ≥ 20-cell filter gives a fairer comparison among genuinely large reserves."
biodiversity	minimax/minimax-m3	q1	ok	4	49.0	56.2	1256	159b4e6c-e347-4479-b222-cd62765afa54	Here are the top 15 countries with the most Ramsar wetland sites of international importance:  | Rank | Country | # of Ramsar Sites | |---:|:---|---:| | 1 | United Kingdom of Great Britain and Northern Ireland | 176 | | 2 | Mexico | 144 | | 3 | India | 94 | | 4 | China | 82 | | 5 | Spain | 76 | | 6 | Sweden | 68 | | 7 | Australia | 67 | | 8 | Norway | 63 | | 9 | Italy | 61 | | 10 | Netherlands (Kingdom of the) | 58 | | 11 | France | 55 | | 12 | Japan | 54 | | 13 | Ukraine | 50 | | 13 | Algeria | 50 | | 15 | Finland | 49 |  **Key takeaways:** - The **United Kingdom** leads globally with **176** Ramsar sites — more than any other country. - **Mexico** is second with 144 sites, followed by **India** (94) and **China** (82). - European countries dominate the top of the list (UK, Spain, Sweden, Norway, Italy, Netherlands, France, Finland), reflecting the Convention's European origins and the UK's early leadership in wetland conservation. - The dataset contains **2,551 distinct Ramsar sites** globally (note: the source file has 8,347 rows because some sites are split into multiple polygon parcels — counting distinct `ramsarid` gives the true site count).  Want me to visualize these on the map, or break the data down by region or wetland type?
wetlands-v2	minimax/minimax-m3	?	budget_capped	1	0.1	0.1	0	6770be0c-11d5-48c9-92c6-16dadc5fb63b	
tpl-ca	minimax/minimax-m3	q5	budget_capped	1	0.5	0.5	0	be39a514-9c1a-4a6d-a464-d3cdb7bf31ee	
tpl	moonshotai/kimi-k2.7-code	q4	budget_capped	1	0.1	0.1	0	76bd6eeb-49c6-4ba5-b8fe-426677670555	
tpl-ca	nvidia/nemotron-3-ultra-550b-a55b	q2	ok	3	44.6	52.7	2545	23cdd8c7-a71a-47fc-9796-df206090e23c	The results show conservation funding approved via ballot measures since 2010, attributed to congressional districts through spatial overlap. **Important caveat:** Many measures (especially county-wide and statewide measures) span multiple congressional districts, so their funding is attributed to every district they intersect — this inflates totals for districts overlapping large jurisdictions.  | GEOID | Congressional District | Measures | Conservation Funds Approved | |-------|------------------------|----------|----------------------------| | 0630 | Congressional District 30 | 5 | $5.16B | | 0629 | Congressional District 29 | 5 | $5.16B | | 0632 | Congressional District 32 | 10 | $5.02B | | 0636 | Congressional District 36 | 10 | $5.02B | | 0615 | Congressional District 15 | 10 | $5.01B | | 0628 | Congressional District 28 | 4 | $4.99B | | 0637 | Congressional District 37 | 4 | $4.99B | | 0634 | Congressional District 34 | 4 | $4.99B | | 0627 | Congressional District 27 | 4 | $4.99B | | 0626 | Congressional District 26 | 4 | $4.99B | | 0642 | Congressional District 42 | 4 | $4.99B | | 0643 | Congressional District 43 | 4 | $4.99B | | 0644 | Congressional District 44 | 4 | $4.99B | | 0613 | Congressional District 13 | 7 | $4.89B | | 0617 | Congressional District 17 | 8 | $4.87B | | 0618 | Congressional District 18 | 8 | $4.87B | | 0619 | Congressional District 19 | 8 | $4.87B | | 0616 | Congressional District 16 | 8 | $4.87B | | 0614 | Congressional District 14 | 7 | $4.82B | | 0602 | Congressional District 2 | 12 | $4.77B |  **Key observations:** - **Identical totals across many districts** (e.g., $4.99B for 7 districts) indicate large county-wide or regional measures (likely LA County measures) that cover multiple congressional districts. - **District 2 (North Coast)** has the most distinct measures (12) but lower total — suggesting more numerous but smaller local measures. - **Districts 29/30, 32/36, 15** top the list — these cover parts of Los Angeles County where major county-wide park/open space measures (e.g., Measure A 2016, Measure A 2022) passed.  **Methodology:** Filtered LandVote to CA measures since 2010 that passed (`Pass`/`Pass*`), deduplicated by `landvote_id` (since multi-jurisdiction measures repeat rows), joined to 119th Congress districts via H3 resolution-8 hex overlap, summed `conservation_funds_approved` per district.  Would you like me to break this down by jurisdiction type (county vs. municipal vs. special district) or show the specific measures driving the top districts?
global-30x30	minimax/minimax-m3	q1	ok	2	30.1	110.7	1199	aca1ad2d-a794-4b1d-be77-9ae2486f097d	"## Global Land in Protected Areas  | Metric | Value | |---|---| | **% of global land in designated protected areas (WDPA only)** | **16.48%** | | % of global land in PA + OECMs (30×30 ""effectively conserved"") | 17.54% | | Total global land area | 132.7 million km² | | Land area inside WDPA | 21.8 million km² | | Land area inside WDPA + WD-OECM | 23.3 million km² |  ### Answer to your question  **~16.5% of global land is currently inside a designated protected area** (WDPA, June 2026 edition).  ### Context for the 30×30 target  The Kunming-Montreal Global Biodiversity Framework **Target 3** counts *both* formally designated protected areas (WDPA) **and** Other Effective Area-Based Conservation Measures (WD-OECM) toward the 30% goal. Including OECMs raises the figure to **~17.5%** — leaving a gap of roughly **12.5 percentage points** to close by 2030.  The gap is even larger if you look at the breakdown by ecosystem: - **Terrestrial + inland water**: ~17% (close to the headline figure) - **Marine + coastal**: ~8% (well behind — marine protection is the bigger gap) - **Freshwater-specific**: even less  Would you like me to break this down by country, biome, or marine vs. terrestrial?"
ca-30x30	nvidia/nemotron-3-ultra-550b-a55b	q1	ok	3	21.5	26.9	726	654c1245-44fe-4ba0-a432-851433701dc3	"**GAP 1+2 (30x30-counted conserved land): 26,471,500 acres**  | GAP Status | Acres | |------------|-------| | GAP 1 | 17,728,200 | | GAP 2 | 8,743,210 | | **GAP 1+2 total** | **26,471,500** | | GAP 3 | 20,494,900 | | GAP 4 | 5,409,540 | | **Total protected (all GAP 1–4)** | **52,375,900** |  These figures come from deduplicating by `_cng_fid` (one row per conserved unit) and summing the direct acreage columns (`Acres` = `Gap1_acres` + `Gap2_acres`, `Total_Acre` = sum of all four GAP statuses). The dataset contains 45,811 conserved-area polygons statewide.  Per the 30x30 accounting convention, only **GAP 1+2** (26.47M acres) counts toward the 30% goal. GAP 3+4 (25.90M acres) is tracked separately as ""other protected."""
biodiversity	moonshotai/kimi-k2.7-code	q1	ok	4	19.7	21.2	507	dd4ea215-023d-43af-bdd2-e35ff4bf4222	The countries with the most **Ramsar wetland sites** (counting distinct sites, not split polygon parcels) are:  | Rank | Country | Ramsar Sites | |---:|---|---:| | 1 | United Kingdom | 176 | | 2 | Mexico | 144 | | 3 | India | 94 | | 4 | China | 82 | | 5 | Spain | 76 | | 6 | Sweden | 68 | | 7 | Australia | 67 | | 8 | Norway | 63 | | 9 | Italy | 61 | | 10 | Netherlands | 58 |  The UK leads globally, followed by Mexico. Together these top 10 countries host nearly half of all ~2,550 Ramsar sites worldwide.
bosl-high-seas	nvidia/nemotron-3-ultra-550b-a55b	q2	ok	5	31.5	44.7	1252	ee49b865-b135-4e52-a1cd-70d5ff0b7531	"## Answer  **141 seamounts** are found within the Sargasso Sea EBSA.  ### Details  | EBSA | Global ID | Workshop | Area (km²) | |------|-----------|----------|------------| | Sargasso Sea | WC_13 | Wider Caribbean and Western MidAtlantic | ~4,177,180 |  **CBD Criteria Ratings** (all High except Naturalness = Medium): - Uniqueness: **H** - Life-history importance: **H** - Threatened/endangered species: **H** - Fragility: **H** - Productivity: **H** - Diversity: **H** - Naturalness: **M**  ### Seamount Breakdown | Feature Type | Count | |--------------|-------| | Seamounts | 141 | | Guyots (flat-topped seamounts) | 0 |  ### Methodology - Used the EBSA H3 hex layer (resolution 8) to extract the Sargasso Sea's footprint, rolled up to **h6** (~36 km² cells) to match the seafloor geomorphology dataset's native resolution - Joined on `h6` + `h0` (partition key) for partition-pruned performance - Counted **distinct `_cng_fid`** (one per source seamount polygon) to avoid double-counting from hex tiling - Filtered `feature_type IN ('Seamounts', 'Guyots')` — only ""Seamounts"" were present in this region  The Sargasso Sea EBSA is predominantly in **areas beyond national jurisdiction (high seas)**, so these seamounts are largely on the high seas."
